Sr. No.,Thickness,Pattern,Stress,Strain
4750,0.28,Gyroid,24.20833333,0.0828
4751,0.28,Gyroid,24.15416667,0.0832
4752,0.28,Gyroid,24.125,0.0836
4753,0.28,Gyroid,24.10416667,0.084
4754,0.28,Gyroid,24.05416667,0.0844
4755,0.28,Gyroid,24.02083333,0.0852
4756,0.28,Gyroid,24,0.0856
4757,0.28,Gyroid,23.9875,0.086
4758,0.28,Gyroid,23.97083333,0.0864
4759,0.28,Gyroid,23.97083333,0.0868
4760,0.28,Gyroid,23.95,0.0872
4761,0.28,Gyroid,23.94166667,0.0876
4762,0.28,Gyroid,23.92916667,0.088
4763,0.28,Gyroid,23.9125,0.0884
4764,0.28,Gyroid,23.8875,0.0888
4765,0.28,Gyroid,23.875,0.0892
4766,0.28,Gyroid,23.86666667,0.0896
4767,0.28,Gyroid,23.85416667,0.09
4768,0.28,Gyroid,23.84166667,0.0904
4769,0.28,Gyroid,23.84166667,0.0908
4770,0.28,Gyroid,23.83333333,0.0912
4771,0.28,Gyroid,23.83333333,0.0916
4772,0.28,Gyroid,23.83333333,0.092
4773,0.28,Gyroid,23.81666667,0.0924
4774,0.28,Gyroid,23.8125,0.0928
4775,0.28,Gyroid,23.81666667,0.0932
4776,0.28,Gyroid,23.80833333,0.094
4777,0.28,Gyroid,23.8,0.0944
4778,0.28,Gyroid,23.7875,0.0948
4779,0.28,Gyroid,23.78333333,0.0952
4780,0.28,Gyroid,23.77083333,0.0956
4781,0.28,Gyroid,23.75,0.096
4782,0.28,Gyroid,23.70416667,0.0964
4783,0.28,Gyroid,23.6625,0.0972
4784,0.28,Gyroid,23.64166667,0.0976
4785,0.28,Gyroid,23.62083333,0.098
4786,0.28,Gyroid,23.5875,0.0984
4787,0.28,Gyroid,23.57083333,0.0988
4788,0.28,Gyroid,23.5625,0.0992
4789,0.28,Gyroid,23.54166667,0.0996
4790,0.28,Gyroid,23.50416667,0.1
4791,0.28,Gyroid,23.48333333,0.1004
4792,0.28,Gyroid,23.4625,0.1008
4793,0.28,Gyroid,23.4375,0.1012
4794,0.28,Gyroid,23.4,0.1016
4795,0.28,Gyroid,23.3375,0.102
4796,0.28,Gyroid,23.2875,0.1024
4797,0.28,Gyroid,23.24166667,0.1028
4798,0.28,Gyroid,23.13333333,0.1032
4799,0.28,Gyroid,23.0625,0.1036
4800,0.28,Gyroid,22.97083333,0.104
4801,0.28,Gyroid,21.55416667,0.1044
4802,0.28,Gyroid,0.279166667,0
4803,0.28,Gyroid,0.370833333,0.0004
4804,0.28,Gyroid,0.625,0.0008
4805,0.28,Gyroid,0.783333333,0.0012
4806,0.28,Gyroid,1.154166667,0.0016
4807,0.28,Gyroid,1.370833333,0.002
4808,0.28,Gyroid,1.595833333,0.0024
4809,0.28,Gyroid,1.841666667,0.0028
4810,0.28,Gyroid,2.104166667,0.0032
4811,0.28,Gyroid,2.616666667,0.0036
4812,0.28,Gyroid,2.866666667,0.004
4813,0.28,Gyroid,3.1125,0.0044
4814,0.28,Gyroid,3.620833333,0.0048
4815,0.28,Gyroid,3.858333333,0.0052
4816,0.28,Gyroid,4.108333333,0.0056
4817,0.28,Gyroid,4.591666667,0.006
4818,0.28,Gyroid,4.808333333,0.0064
4819,0.28,Gyroid,4.875,0.0068
4820,0.28,Gyroid,4.925,0.0072
4821,0.28,Gyroid,5.020833333,0.0076
4822,0.28,Gyroid,5.070833333,0.008
4823,0.28,Gyroid,5.129166667,0.0084
4824,0.28,Gyroid,5.170833333,0.0088
4825,0.28,Gyroid,5.295833333,0.0092
4826,0.28,Gyroid,5.370833333,0.0096
4827,0.28,Gyroid,5.608333333,0.01
4828,0.28,Gyroid,6.116666667,0.0104
4829,0.28,Gyroid,6.370833333,0.0108
4830,0.28,Gyroid,6.616666667,0.0112
4831,0.28,Gyroid,6.858333333,0.0116
4832,0.28,Gyroid,7.125,0.012
4833,0.28,Gyroid,7.633333333,0.0124
4834,0.28,Gyroid,7.9,0.0128
4835,0.28,Gyroid,8.15,0.0132
4836,0.28,Gyroid,8.645833333,0.0136
4837,0.28,Gyroid,8.895833333,0.014
4838,0.28,Gyroid,9.145833333,0.0144
4839,0.28,Gyroid,9.404166667,0.0148
4840,0.28,Gyroid,9.891666667,0.0152
4841,0.28,Gyroid,10.12916667,0.0156
4842,0.28,Gyroid,10.36666667,0.016
4843,0.28,Gyroid,10.61666667,0.0164
4844,0.28,Gyroid,10.8625,0.0168
4845,0.28,Gyroid,11.34166667,0.0172
4846,0.28,Gyroid,11.57916667,0.0176
4847,0.28,Gyroid,11.81666667,0.018
4848,0.28,Gyroid,12.29583333,0.0184
4849,0.28,Gyroid,12.53333333,0.0188
4850,0.28,Gyroid,12.77083333,0.0192
4851,0.28,Gyroid,13.00416667,0.0196
4852,0.28,Gyroid,13.47083333,0.02
4853,0.28,Gyroid,13.94583333,0.0208
4854,0.28,Gyroid,14.40416667,0.0212
4855,0.28,Gyroid,14.6375,0.0216
4856,0.28,Gyroid,14.8625,0.022
4857,0.28,Gyroid,15.10416667,0.0224
4858,0.28,Gyroid,15.34166667,0.0228
4859,0.28,Gyroid,15.81666667,0.0232
4860,0.28,Gyroid,16.30833333,0.024
4861,0.28,Gyroid,16.55833333,0.0244
4862,0.28,Gyroid,17.06666667,0.0252
4863,0.28,Gyroid,17.31666667,0.0256
4864,0.28,Gyroid,17.8125,0.026
4865,0.28,Gyroid,18.05416667,0.0264
4866,0.28,Gyroid,18.3,0.0268
4867,0.28,Gyroid,18.77083333,0.0272
4868,0.28,Gyroid,18.99583333,0.0276
4869,0.28,Gyroid,19.21666667,0.028
4870,0.28,Gyroid,19.43333333,0.0284
4871,0.28,Gyroid,19.89166667,0.0288
4872,0.28,Gyroid,20.3375,0.0296
4873,0.28,Gyroid,20.5625,0.03
4874,0.28,Gyroid,20.79583333,0.0304
4875,0.28,Gyroid,21.2375,0.0308
4876,0.28,Gyroid,21.4625,0.0312
4877,0.28,Gyroid,21.7,0.0316
4878,0.28,Gyroid,21.9125,0.032
4879,0.28,Gyroid,22.12083333,0.0324
4880,0.28,Gyroid,22.53333333,0.0328
4881,0.28,Gyroid,22.73333333,0.0332
4882,0.28,Gyroid,22.93333333,0.0336
4883,0.28,Gyroid,23.34583333,0.034
4884,0.28,Gyroid,23.7375,0.0348
4885,0.28,Gyroid,23.9375,0.0352
4886,0.28,Gyroid,24.34583333,0.0356
4887,0.28,Gyroid,24.54583333,0.036
4888,0.28,Gyroid,24.74166667,0.0364
4889,0.28,Gyroid,24.9375,0.0368
4890,0.28,Gyroid,25.30416667,0.0372
4891,0.28,Gyroid,25.47916667,0.0376
4892,0.28,Gyroid,25.65833333,0.038
4893,0.28,Gyroid,25.99583333,0.0384
4894,0.28,Gyroid,26.31666667,0.0392
4895,0.28,Gyroid,26.475,0.0396
4896,0.28,Gyroid,26.62916667,0.04
4897,0.28,Gyroid,26.77083333,0.0404
4898,0.28,Gyroid,27.06666667,0.0408
4899,0.28,Gyroid,27.20833333,0.0412
4900,0.28,Gyroid,27.33333333,0.0416
4901,0.28,Gyroid,27.44166667,0.042
4902,0.28,Gyroid,27.64166667,0.0424
4903,0.28,Gyroid,27.72083333,0.0428
4904,0.28,Gyroid,27.79166667,0.0432
4905,0.28,Gyroid,27.85416667,0.0436
4906,0.28,Gyroid,27.89166667,0.044
4907,0.28,Gyroid,27.94583333,0.0444
4908,0.28,Gyroid,27.95416667,0.0448
4909,0.28,Gyroid,27.95416667,0.0452
4910,0.28,Gyroid,27.92083333,0.0456
4911,0.28,Gyroid,27.8875,0.046
4912,0.28,Gyroid,27.83333333,0.0464
4913,0.28,Gyroid,27.775,0.0468
4914,0.28,Gyroid,27.62083333,0.0472
4915,0.28,Gyroid,27.52916667,0.0476
4916,0.28,Gyroid,27.43333333,0.048
4917,0.28,Gyroid,27.325,0.0488
4918,0.28,Gyroid,27.10833333,0.0492
4919,0.28,Gyroid,26.87083333,0.0496
4920,0.28,Gyroid,26.7375,0.05
4921,0.28,Gyroid,26.61666667,0.0504
4922,0.28,Gyroid,26.37083333,0.0508
4923,0.28,Gyroid,26.25,0.0512
4924,0.28,Gyroid,26.02916667,0.0516
4925,0.28,Gyroid,25.9375,0.052
4926,0.28,Gyroid,25.85,0.0524
4927,0.28,Gyroid,25.69583333,0.0528
4928,0.28,Gyroid,25.61666667,0.0532
4929,0.28,Gyroid,25.55416667,0.0536
4930,0.28,Gyroid,25.44583333,0.0544
4931,0.28,Gyroid,25.4,0.0548
4932,0.28,Gyroid,25.35416667,0.0552
4933,0.28,Gyroid,25.3125,0.0556
4934,0.28,Gyroid,25.2375,0.056
4935,0.28,Gyroid,25.2125,0.0564
4936,0.28,Gyroid,25.18333333,0.0568
4937,0.28,Gyroid,25.14166667,0.0572
4938,0.28,Gyroid,25.075,0.0576
4939,0.28,Gyroid,25.0375,0.058
4940,0.28,Gyroid,24.99166667,0.0584
4941,0.28,Gyroid,24.9,0.0588
4942,0.28,Gyroid,24.80416667,0.0592
4943,0.28,Gyroid,24.71666667,0.06
4944,0.28,Gyroid,24.625,0.0604
4945,0.28,Gyroid,24.57083333,0.0608
4946,0.28,Gyroid,24.52916667,0.0612
4947,0.28,Gyroid,24.5,0.0616
4948,0.28,Gyroid,24.475,0.062
4949,0.28,Gyroid,24.45833333,0.0624
4950,0.28,Gyroid,24.4375,0.0628
4951,0.28,Gyroid,24.42916667,0.0632
4952,0.28,Gyroid,24.425,0.0636
4953,0.28,Gyroid,24.42083333,0.064
4954,0.28,Gyroid,24.425,0.0644
4955,0.28,Gyroid,24.42083333,0.0648
4956,0.28,Gyroid,24.4125,0.0652
4957,0.28,Gyroid,24.3875,0.0656
4958,0.28,Gyroid,24.35,0.0664
4959,0.28,Gyroid,24.31666667,0.0668
4960,0.28,Gyroid,24.28333333,0.0672
4961,0.28,Gyroid,24.23333333,0.0676
4962,0.28,Gyroid,24.20833333,0.068
4963,0.28,Gyroid,24.175,0.0684
4964,0.28,Gyroid,24.11666667,0.0688
4965,0.28,Gyroid,24.08333333,0.0692
4966,0.28,Gyroid,24.0625,0.0696
4967,0.28,Gyroid,24.0375,0.07
4968,0.28,Gyroid,24.02083333,0.0704
4969,0.28,Gyroid,24.0125,0.0708
4970,0.28,Gyroid,23.99583333,0.0712
4971,0.28,Gyroid,23.98333333,0.0716
4972,0.28,Gyroid,23.9625,0.072
4973,0.28,Gyroid,23.95,0.0724
4974,0.28,Gyroid,23.9125,0.0728
4975,0.28,Gyroid,23.8875,0.0732
4976,0.28,Gyroid,23.8125,0.0736
4977,0.28,Gyroid,23.775,0.074
4978,0.28,Gyroid,23.7375,0.0744
4979,0.28,Gyroid,23.69583333,0.0748
4980,0.28,Gyroid,23.62916667,0.0752
4981,0.28,Gyroid,23.60416667,0.0756
4982,0.28,Gyroid,23.55833333,0.076
4983,0.28,Gyroid,23.5375,0.0764
4984,0.28,Gyroid,23.53333333,0.0768
4985,0.28,Gyroid,23.525,0.0772
4986,0.28,Gyroid,23.50833333,0.0776
4987,0.28,Gyroid,23.50416667,0.078
4988,0.28,Gyroid,23.5,0.0784
4989,0.28,Gyroid,23.48333333,0.0788
4990,0.28,Gyroid,23.47916667,0.0792
4991,0.28,Gyroid,23.48333333,0.0796
4992,0.28,Gyroid,23.45416667,0.08
4993,0.28,Gyroid,23.44166667,0.0804
4994,0.28,Gyroid,23.40416667,0.0808
4995,0.28,Gyroid,23.3875,0.0812
4996,0.28,Gyroid,23.3625,0.0816
4997,0.28,Gyroid,23.33333333,0.082
4998,0.28,Gyroid,23.27916667,0.0824
4999,0.28,Gyroid,23.2625,0.0828
5000,0.28,Gyroid,23.24583333,0.0832
5001,0.28,Gyroid,23.22916667,0.0836
5002,0.28,Gyroid,23.19166667,0.084
5003,0.28,Gyroid,23.16666667,0.0848
5004,0.28,Gyroid,23.1125,0.0852
5005,0.28,Gyroid,23.00416667,0.086
5006,0.28,Gyroid,0.283333333,0
5007,0.28,Gyroid,0.375,0.0004
5008,0.28,Gyroid,0.495833333,0.0008
5009,0.28,Gyroid,0.629166667,0.0012
5010,0.28,Gyroid,0.9625,0.0016
5011,0.28,Gyroid,1.1625,0.002
5012,0.28,Gyroid,1.6125,0.0028
5013,0.28,Gyroid,2.133333333,0.0032
5014,0.28,Gyroid,2.391666667,0.0036
5015,0.28,Gyroid,2.654166667,0.004
5016,0.28,Gyroid,2.916666667,0.0044
5017,0.28,Gyroid,3.175,0.0048
5018,0.28,Gyroid,3.683333333,0.0052
5019,0.28,Gyroid,3.9375,0.0056
5020,0.28,Gyroid,4.191666667,0.006
5021,0.28,Gyroid,4.441666667,0.0064
5022,0.28,Gyroid,4.879166667,0.0068
5023,0.28,Gyroid,4.966666667,0.0076
5024,0.28,Gyroid,5.058333333,0.008
5025,0.28,Gyroid,5.154166667,0.0088
5026,0.28,Gyroid,5.2,0.0092
5027,0.28,Gyroid,5.254166667,0.0096
5028,0.28,Gyroid,5.320833333,0.01
5029,0.28,Gyroid,5.6875,0.0104
5030,0.28,Gyroid,5.958333333,0.0108
5031,0.28,Gyroid,6.216666667,0.0112
5032,0.28,Gyroid,6.75,0.0116
5033,0.28,Gyroid,7.283333333,0.0124
5034,0.28,Gyroid,7.55,0.0128
5035,0.28,Gyroid,7.816666667,0.0132
5036,0.28,Gyroid,8.3375,0.0136
5037,0.28,Gyroid,8.591666667,0.014
5038,0.28,Gyroid,8.854166667,0.0144
5039,0.28,Gyroid,9.095833333,0.0148
5040,0.28,Gyroid,9.358333333,0.0152
5041,0.28,Gyroid,9.608333333,0.0156
5042,0.28,Gyroid,10.11666667,0.016
5043,0.28,Gyroid,10.36666667,0.0164
5044,0.28,Gyroid,10.62916667,0.0168
5045,0.28,Gyroid,11.11666667,0.0172
5046,0.28,Gyroid,11.3625,0.0176
5047,0.28,Gyroid,11.61666667,0.018
5048,0.28,Gyroid,11.8625,0.0184
5049,0.28,Gyroid,12.10833333,0.0188
5050,0.28,Gyroid,12.59166667,0.0192
5051,0.28,Gyroid,12.8375,0.0196
5052,0.28,Gyroid,13.07916667,0.02
5053,0.28,Gyroid,13.32083333,0.0204
5054,0.28,Gyroid,13.8,0.0208
5055,0.28,Gyroid,14.04166667,0.0212
5056,0.28,Gyroid,14.75833333,0.022
5057,0.28,Gyroid,14.99583333,0.0224
5058,0.28,Gyroid,15.23333333,0.0228
5059,0.28,Gyroid,15.47916667,0.0232
5060,0.28,Gyroid,15.97083333,0.024
5061,0.28,Gyroid,16.22083333,0.0244
5062,0.28,Gyroid,16.725,0.0248
5063,0.28,Gyroid,16.97083333,0.0252
5064,0.28,Gyroid,17.225,0.0256
5065,0.28,Gyroid,17.72083333,0.026
5066,0.28,Gyroid,17.96666667,0.0264
5067,0.28,Gyroid,18.20416667,0.0268
5068,0.28,Gyroid,18.44166667,0.0272
5069,0.28,Gyroid,18.67916667,0.0276
5070,0.28,Gyroid,19.1375,0.028
5071,0.28,Gyroid,19.36666667,0.0284
5072,0.28,Gyroid,19.80833333,0.0288
5073,0.28,Gyroid,20.0375,0.0292
5074,0.28,Gyroid,20.25833333,0.0296
5075,0.28,Gyroid,20.69583333,0.03
5076,0.28,Gyroid,20.90833333,0.0304
5077,0.28,Gyroid,21.12916667,0.0308
5078,0.28,Gyroid,21.35833333,0.0312
5079,0.28,Gyroid,21.59583333,0.0316
5080,0.28,Gyroid,21.8375,0.032
5081,0.28,Gyroid,22.075,0.0324
5082,0.28,Gyroid,22.325,0.0328
5083,0.28,Gyroid,22.57916667,0.0332
5084,0.28,Gyroid,23.0875,0.0336
5085,0.28,Gyroid,23.3375,0.034
5086,0.28,Gyroid,23.57916667,0.0344
5087,0.28,Gyroid,24.0375,0.0348
5088,0.28,Gyroid,24.25416667,0.0352
5089,0.28,Gyroid,24.46666667,0.0356
5090,0.28,Gyroid,24.67083333,0.036
5091,0.28,Gyroid,25.07083333,0.0364
5092,0.28,Gyroid,25.26666667,0.0368
5093,0.28,Gyroid,25.4625,0.0372
5094,0.28,Gyroid,25.65833333,0.0376
5095,0.28,Gyroid,26.0625,0.038
5096,0.28,Gyroid,26.2625,0.0384
5097,0.28,Gyroid,26.47083333,0.0388
5098,0.28,Gyroid,26.67916667,0.0392
5099,0.28,Gyroid,26.88333333,0.0396
5100,0.28,Gyroid,27.0875,0.04
5101,0.28,Gyroid,27.5,0.0404
5102,0.28,Gyroid,27.89166667,0.0412
5103,0.28,Gyroid,28.07916667,0.0416
5104,0.28,Gyroid,28.44166667,0.042
5105,0.28,Gyroid,28.60833333,0.0424
5106,0.28,Gyroid,28.75833333,0.0428
5107,0.28,Gyroid,29.04166667,0.0432
5108,0.28,Gyroid,29.17083333,0.0436
5109,0.28,Gyroid,29.29583333,0.044
5110,0.28,Gyroid,29.425,0.0444
5111,0.28,Gyroid,29.54583333,0.0448
5112,0.28,Gyroid,29.75833333,0.0452
5113,0.28,Gyroid,29.8625,0.0456
5114,0.28,Gyroid,30.04166667,0.046
5115,0.28,Gyroid,30.11666667,0.0464
5116,0.28,Gyroid,30.175,0.0468
5117,0.28,Gyroid,30.225,0.0472
5118,0.28,Gyroid,30.2625,0.0476
5119,0.28,Gyroid,30.25833333,0.048
5120,0.28,Gyroid,30.1875,0.0484
5121,0.28,Gyroid,30.13333333,0.0488
5122,0.28,Gyroid,30.0625,0.0492
5123,0.28,Gyroid,29.97916667,0.0496
5124,0.28,Gyroid,29.78333333,0.05
5125,0.28,Gyroid,29.53333333,0.0504
5126,0.28,Gyroid,29.2875,0.0512
5127,0.28,Gyroid,29.1625,0.052
5128,0.28,Gyroid,29.04166667,0.0524
5129,0.28,Gyroid,28.925,0.0528
5130,0.28,Gyroid,28.80833333,0.0532
5131,0.28,Gyroid,28.69166667,0.0536
5132,0.28,Gyroid,28.475,0.054
5133,0.28,Gyroid,28.37083333,0.0544
5134,0.28,Gyroid,28.25833333,0.0548
5135,0.28,Gyroid,28.02083333,0.0552
5136,0.28,Gyroid,27.90416667,0.0556
5137,0.28,Gyroid,27.775,0.056
5138,0.28,Gyroid,27.54166667,0.0564
5139,0.28,Gyroid,27.42083333,0.0568
5140,0.28,Gyroid,27.32083333,0.0572
5141,0.28,Gyroid,27.23333333,0.0576
5142,0.28,Gyroid,27.07083333,0.058
5143,0.28,Gyroid,27,0.0584
5144,0.28,Gyroid,26.87916667,0.0588
5145,0.28,Gyroid,26.825,0.0592
5146,0.28,Gyroid,26.78333333,0.0596
5147,0.28,Gyroid,26.74166667,0.06
5148,0.28,Gyroid,26.69583333,0.0604
5149,0.28,Gyroid,26.65,0.0608
5150,0.28,Gyroid,26.57916667,0.0612
5151,0.28,Gyroid,26.55,0.062
5152,0.28,Gyroid,26.50833333,0.0624
5153,0.28,Gyroid,26.4875,0.0628
5154,0.28,Gyroid,26.46666667,0.0632
5155,0.28,Gyroid,26.45,0.0636
5156,0.28,Gyroid,26.42916667,0.064
5157,0.28,Gyroid,26.40833333,0.0644
5158,0.28,Gyroid,26.3625,0.0648
5159,0.28,Gyroid,26.34166667,0.0652
5160,0.28,Gyroid,26.2625,0.0656
5161,0.28,Gyroid,26.2125,0.066
5162,0.28,Gyroid,26.16666667,0.0664
5163,0.28,Gyroid,26.07916667,0.0668
5164,0.28,Gyroid,26.04166667,0.0672
5165,0.28,Gyroid,25.99583333,0.0676
5166,0.28,Gyroid,25.90833333,0.068
5167,0.28,Gyroid,25.88333333,0.0684
5168,0.28,Gyroid,25.85833333,0.0688
5169,0.28,Gyroid,25.84166667,0.0692
5170,0.28,Gyroid,25.8,0.0696
5171,0.28,Gyroid,25.79166667,0.07
5172,0.28,Gyroid,25.77083333,0.0704
5173,0.28,Gyroid,25.75416667,0.0708
5174,0.28,Gyroid,25.7375,0.0716
5175,0.28,Gyroid,25.73333333,0.072
5176,0.28,Gyroid,25.72083333,0.0724
5177,0.28,Gyroid,25.71666667,0.0728
5178,0.28,Gyroid,25.71666667,0.0732
5179,0.28,Gyroid,25.70833333,0.0736
5180,0.28,Gyroid,25.7125,0.074
5181,0.28,Gyroid,25.72083333,0.0744
5182,0.28,Gyroid,25.7125,0.0748
5183,0.28,Gyroid,25.70833333,0.0752
5184,0.28,Gyroid,25.69166667,0.0756
5185,0.28,Gyroid,25.67916667,0.076
5186,0.28,Gyroid,25.63333333,0.0764
5187,0.28,Gyroid,25.6,0.0768
5188,0.28,Gyroid,25.55833333,0.0772
5189,0.28,Gyroid,25.525,0.0776
5190,0.28,Gyroid,25.46666667,0.078
5191,0.28,Gyroid,25.43333333,0.0784
5192,0.28,Gyroid,25.40416667,0.0788
5193,0.28,Gyroid,25.3625,0.0792
5194,0.28,Gyroid,25.35,0.0796
5195,0.28,Gyroid,25.33333333,0.08
5196,0.28,Gyroid,25.32083333,0.0804
5197,0.28,Gyroid,25.30833333,0.0808
5198,0.28,Gyroid,25.3,0.0816
5199,0.28,Gyroid,25.29166667,0.082
5200,0.28,Gyroid,25.28333333,0.0824
5201,0.28,Gyroid,25.275,0.0828
5202,0.28,Gyroid,25.25416667,0.0836
5203,0.28,Gyroid,25.24583333,0.084
5204,0.28,Gyroid,25.23333333,0.0844
5205,0.28,Gyroid,25.20833333,0.0848
5206,0.28,Gyroid,25.19583333,0.0852
5207,0.28,Gyroid,25.16666667,0.0856
5208,0.28,Gyroid,25.15416667,0.086
5209,0.28,Gyroid,25.14166667,0.0864
5210,0.28,Gyroid,25.12916667,0.0868
5211,0.28,Gyroid,25.11666667,0.0872
5212,0.28,Gyroid,25.10416667,0.0876
5213,0.28,Gyroid,25.10416667,0.088
5214,0.28,Gyroid,25.09583333,0.0884
5215,0.28,Gyroid,25.06666667,0.0888
5216,0.28,Gyroid,25.05833333,0.0892
5217,0.28,Gyroid,25.0375,0.0896
5218,0.28,Gyroid,25.025,0.09
5219,0.28,Gyroid,25.02083333,0.0904
5220,0.28,Gyroid,25,0.0908
5221,0.28,Gyroid,24.99166667,0.0912
5222,0.28,Gyroid,24.9875,0.0916
5223,0.28,Gyroid,24.99166667,0.092
5224,0.28,Gyroid,25,0.0924
5225,0.28,Gyroid,24.99166667,0.0928
5226,0.28,Gyroid,24.99583333,0.0932
5227,0.28,Gyroid,24.98333333,0.0936
5228,0.28,Gyroid,24.96666667,0.094
5229,0.28,Gyroid,24.95833333,0.0944
5230,0.28,Gyroid,24.92916667,0.0948
5231,0.28,Gyroid,24.90416667,0.0952
5232,0.28,Gyroid,24.8875,0.0956
5233,0.28,Gyroid,24.85833333,0.096
5234,0.28,Gyroid,24.84166667,0.0964
5235,0.28,Gyroid,24.83333333,0.0968
5236,0.28,Gyroid,24.82916667,0.0972
5237,0.28,Gyroid,24.80833333,0.0976
5238,0.28,Gyroid,24.78333333,0.098
5239,0.28,Gyroid,24.77083333,0.0984
5240,0.28,Gyroid,24.7625,0.0988
5241,0.28,Gyroid,24.75,0.0992
5242,0.28,Gyroid,24.73333333,0.0996
5243,0.28,Gyroid,24.72083333,0.1
5244,0.28,Gyroid,24.69166667,0.1004
5245,0.28,Gyroid,24.67916667,0.1008
5246,0.28,Gyroid,24.66666667,0.1012
5247,0.28,Gyroid,24.6625,0.1016
5248,0.28,Gyroid,24.65416667,0.102
5249,0.28,Gyroid,24.63333333,0.1024
5250,0.28,Gyroid,24.62083333,0.1028
5251,0.28,Gyroid,24.61666667,0.1032
5252,0.28,Gyroid,24.6125,0.1036
5253,0.28,Gyroid,24.6125,0.104
5254,0.28,Gyroid,24.6125,0.1044
5255,0.28,Gyroid,24.61666667,0.1048
5256,0.28,Gyroid,24.62083333,0.1052
5257,0.28,Gyroid,24.62916667,0.106
5258,0.28,Gyroid,24.63333333,0.1064
5259,0.28,Gyroid,24.62916667,0.1068
5260,0.28,Gyroid,24.62083333,0.1072
5261,0.28,Gyroid,24.5875,0.1076
5262,0.28,Gyroid,24.5625,0.108
5263,0.28,Gyroid,24.49166667,0.1084
5264,0.28,Gyroid,24.45416667,0.1088
5265,0.28,Gyroid,24.37083333,0.1092
5266,0.28,Gyroid,24.34583333,0.1096
5267,0.28,Gyroid,24.30416667,0.11
5268,0.28,Gyroid,24.2625,0.1104
5269,0.28,Gyroid,24.20833333,0.1108
5270,0.28,Gyroid,24.18333333,0.1112
5271,0.28,Gyroid,24.16666667,0.1116
5272,0.28,Gyroid,24.12916667,0.112
5273,0.28,Gyroid,24.09166667,0.1124
5274,0.28,Gyroid,24.02083333,0.1128
5275,0.28,Gyroid,23.96666667,0.1132
5276,0.28,Gyroid,23.90833333,0.1136
5277,0.28,Gyroid,23.80416667,0.114
5278,0.28,Tri Hexagon,0.233333333,0
5279,0.28,Tri Hexagon,0.304166667,0.0004
5280,0.28,Tri Hexagon,0.395833333,0.0008
5281,0.28,Tri Hexagon,0.504166667,0.0012
5282,0.28,Tri Hexagon,0.808333333,0.0016
5283,0.28,Tri Hexagon,0.983333333,0.002
5284,0.28,Tri Hexagon,1.179166667,0.0024
5285,0.28,Tri Hexagon,1.391666667,0.0028
5286,0.28,Tri Hexagon,1.8875,0.0032
5287,0.28,Tri Hexagon,2.15,0.0036
5288,0.28,Tri Hexagon,2.408333333,0.004
5289,0.28,Tri Hexagon,2.670833333,0.0044
5290,0.28,Tri Hexagon,2.925,0.0048
5291,0.28,Tri Hexagon,3.420833333,0.0052
5292,0.28,Tri Hexagon,3.666666667,0.0056
5293,0.28,Tri Hexagon,4.141666667,0.0064
5294,0.28,Tri Hexagon,4.370833333,0.0068
5295,0.28,Tri Hexagon,4.8,0.0072
5296,0.28,Tri Hexagon,4.8875,0.008
5297,0.28,Tri Hexagon,4.970833333,0.0084
5298,0.28,Tri Hexagon,5.020833333,0.0088
5299,0.28,Tri Hexagon,5.075,0.0092
5300,0.28,Tri Hexagon,5.129166667,0.0096
5301,0.28,Tri Hexagon,5.191666667,0.01
5302,0.28,Tri Hexagon,5.254166667,0.0104
5303,0.28,Tri Hexagon,5.425,0.0108
5304,0.28,Tri Hexagon,5.633333333,0.0112
5305,0.28,Tri Hexagon,5.8875,0.0116
5306,0.28,Tri Hexagon,6.15,0.012
5307,0.28,Tri Hexagon,6.408333333,0.0124
5308,0.28,Tri Hexagon,6.920833333,0.0128
5309,0.28,Tri Hexagon,7.175,0.0136
5310,0.28,Tri Hexagon,7.695833333,0.014
5311,0.28,Tri Hexagon,7.9375,0.0144
5312,0.28,Tri Hexagon,8.2,0.0148
5313,0.28,Tri Hexagon,8.458333333,0.0152
5314,0.28,Tri Hexagon,8.704166667,0.0156
5315,0.28,Tri Hexagon,9.208333333,0.016
5316,0.28,Tri Hexagon,9.466666667,0.0164
5317,0.28,Tri Hexagon,9.725,0.0168
5318,0.28,Tri Hexagon,9.9875,0.0172
5319,0.28,Tri Hexagon,10.2375,0.0176
5320,0.28,Tri Hexagon,10.49583333,0.018
5321,0.28,Tri Hexagon,10.7375,0.0184
5322,0.28,Tri Hexagon,11.23333333,0.0188
5323,0.28,Tri Hexagon,11.47083333,0.0192
5324,0.28,Tri Hexagon,11.725,0.0196
5325,0.28,Tri Hexagon,12.20833333,0.02
5326,0.28,Tri Hexagon,12.45,0.0204
5327,0.28,Tri Hexagon,12.68333333,0.0208
5328,0.28,Tri Hexagon,12.91666667,0.0212
5329,0.28,Tri Hexagon,13.16666667,0.0216
5330,0.28,Tri Hexagon,13.40833333,0.022
5331,0.28,Tri Hexagon,13.65833333,0.0224
5332,0.28,Tri Hexagon,14.13333333,0.0228
5333,0.28,Tri Hexagon,14.83333333,0.0236
5334,0.28,Tri Hexagon,15.0625,0.024
5335,0.28,Tri Hexagon,15.29166667,0.0244
5336,0.28,Tri Hexagon,15.50833333,0.0248
5337,0.28,Tri Hexagon,15.725,0.0252
5338,0.28,Tri Hexagon,16.15416667,0.0256
5339,0.28,Tri Hexagon,16.59583333,0.0264
